Refinamentos:,Mês/Ano fechamento:,2025/06
PK Dataset Chamados,Analista Responsável,Apontamentos - Tempo total em horas,Apontamentos - Tempo total em minutos,Categoria,Categoria (Ord.),Categoria 1,Categoria 2,Categoria 3,Centro de Custo do solicitante - código,Centro de Custo do solicitante - descrição,Centro de Custo do solicitante - qtd. Integrantes,Data criação,Data fechamento,Data/Hora criação,Data/Hora fechamento,Faixa de idade do chamado,Flag Atendeu SLA,Flag Em Aberto,Flag Indisponibilidade,Flag Retrabalho,Flag solicitante igual atendente,Grupo Solucionador,Hora abertura,Hora fechamento,Local usuário,Mês/Ano abertura,Mês/Ano fechamento,Núm. Requisição,Pesquisa de satisfação - comentário,Pesquisa de satisfação - nota,Pesquisa de satisfação - pergunta,Pesquisa de satisfação - resposta,PK Dataset Chamados,Prioridade,Semana abertura,Semana Ano abertura,Semana Ano fechamento,Semana fechamento,SLA Descrição,SLA Tempo hora,SLA Tipo,Solicitante (Usuário abertura),Status (código),Status (descrição),Sub-tipo da categoria,Tempo Aguard. Aprov. (Horas),Tempo Aguard. Atend. (Horas),Tempo Aguard. Fornec. (Horas),Tempo Aguard. Usuário (Horas),Tempo Em Atend. (Horas),Tempo Novo (Horas),Tempo para SLA (Horas),Tempo Pend. Cham. (Horas),Tempo Resolvido (Horas),Tempo Total menos Resolvido (Horas),Título requisição,Urgência,
167269,silass,0.500000,30.000000,SERVICO,2-SERVICO,INFRA,E-MAIL,Outros,020601,ADMINISTRATIVO,59,2025-05-28T15:45:15.000Z,2025-06-02T12:47:39.000Z,28/05/2025 12:45,02/06/2025 09:47,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,INFRA,12,09,LOCAL NAO INFORMADO,2025/05,2025/06,167269,,,,,167269,Normal,4 - QUA,2025-05-26T03:00:00.000Z,2025-06-02T03:00:00.000Z,2 - SEG,Horas Úteis,80.000000,1.000000,adrianabotelho,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,22.270000,,,0.010000,1.980000,24.080000,,27.080000,24.080000,Criar email,Baixa,
167270,silass,0.000000,0.000000,SERVICO,2-SERVICO,INFRA,E-MAIL,Outros,020601,ADMINISTRATIVO,59,2025-05-28T15:48:15.000Z,2025-06-02T12:48:44.000Z,28/05/2025 12:48,02/06/2025 09:48,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,INFRA,12,09,LOCAL NAO INFORMADO,2025/05,2025/06,167270,,,,,167270,Normal,4 - QUA,2025-05-26T03:00:00.000Z,2025-06-02T03:00:00.000Z,2 - SEG,Horas Úteis,80.000000,1.000000,adrianabotelho,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,22.310000,,,0.000000,1.930000,24.050000,,27.060000,24.050000,Incluir no grupo de email,Baixa,
167272,mariap,0.000000,0.000000,SERVICO,2-SERVICO,INFRA,VPN,Segurança - Gestão de Acesso,020403,MANUTENCAO DE UNIDADES GERADORAS,191,2025-05-28T16:44:20.000Z,2025-06-03T12:28:59.000Z,28/05/2025 13:44,03/06/2025 09:28,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,N1 ,13,09,PORTO VELHO,2025/05,2025/06,167272,,,,,167272,Normal,4 - QUA,2025-05-26T03:00:00.000Z,2025-06-02T03:00:00.000Z,3 - TER,Horas Úteis,80.000000,1.000000,samueloliveira,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,31.010000,0.000000,0.950000,0.790000,,27.050000,31.800000,SEM ACESSO A INTERNET COMPUNTADOR SAE EPV 1722 - SALA DOS TECNICOS GG4,Baixa,
167276,gabrieljaraujo,0.000000,0.000000,SERVICO,2-SERVICO,SEGURANÇA DA INFORMAÇÃO,FIREWALL NGF,Solicitação de Serviço,020401,"ENGENHARIA, PLANEJ. E CONTROLE ESTATÍSTICO",68,2025-05-28T18:25:50.000Z,2025-06-12T13:19:31.000Z,28/05/2025 15:25,12/06/2025 10:19,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,SEGURANÇA DA INFORMAÇÃO,15,10,PORTO VELHO,2025/05,2025/06,167276,,,,,167276,Baixa,4 - QUA,2025-05-26T03:00:00.000Z,2025-06-09T03:00:00.000Z,5 - QUI,Horas Úteis,40.000000,1.000000,lbiazetti,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,45.120000,0.010000,26.390000,24.900000,,,70.020000,10.142.109.121 - MDM FORA DO AR,Baixa,
167277,mateush,1.250000,75.000000,SERVICO,2-SERVICO,INFRA,MÁQUINAS E PERIFÉRICOS,Solicitação de Equipamento,020403,MANUTENCAO DE UNIDADES GERADORAS,191,2025-05-28T18:27:54.000Z,2025-06-03T19:26:19.000Z,28/05/2025 15:27,03/06/2025 16:26,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,15,16,LOCAL NAO INFORMADO,2025/05,2025/06,167277,,,,,167277,Baixa,4 - QUA,2025-05-26T03:00:00.000Z,2025-06-02T03:00:00.000Z,3 - TER,Horas Úteis,80.000000,1.000000,wemersonbarros,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,33.780000,,,5.530000,0.390000,37.110000,,27.110000,37.110000,Acessar office - Power Point,Baixa,
167278,none,,,INCIDENTE,1-INCIDENTE,INFRA,BANCO DE DADOS ORACLE,Erro ou Defeito,N/D,NÃO DEFINIDO,403,2025-05-28T18:34:09.000Z,2025-06-10T17:36:24.000Z,28/05/2025 15:34,10/06/2025 14:36,1-15 dias,NAO ATENDEU,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,EBSDBA,15,14,TERCEIRO,2025/05,2025/06,167278,,,,,167278,Baixa,4 - QUA,2025-05-26T03:00:00.000Z,2025-06-09T03:00:00.000Z,3 - TER,Horas Úteis,4.000000,1.000000,carlosm,8,Encerrado pelo sistema,Formulario Incidente - Padrão,,,,,78.960000,3.110000,80.320000,,,80.320000,DEV - Serviço de WF,Baixa,
167279,daianasantos,,,SERVICO,2-SERVICO,SISTEMAS,P&O - Folha de pagamento,Solicitação de Serviço,040701,GESTAO DE PESSOAS,20,2025-05-28T20:27:04.000Z,2025-06-02T19:17:32.000Z,28/05/2025 17:27,02/06/2025 16:17,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,SISTEMAS-SAE-SPO,17,16,LOCAL NAO INFORMADO,2025/05,2025/06,167279,,,,,167279,Baixa,4 - QUA,2025-05-26T03:00:00.000Z,2025-06-02T03:00:00.000Z,2 - SEG,Horas Úteis,40.000000,1.000000,rozelymorais,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,25.420000,0.000000,0.550000,0.470000,,27.080000,25.890000,Eventos a participar cod. 14,Baixa,
167291,gabrieljaraujo,0.000000,0.000000,SERVICO,2-SERVICO,SEGURANÇA DA INFORMAÇÃO,FIREWALL NGF,Solicitação de Serviço,N/D,NÃO DEFINIDO,403,2025-05-29T12:28:45.000Z,2025-06-10T18:04:29.000Z,29/05/2025 09:28,10/06/2025 15:04,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,SEGURANÇA DA INFORMAÇÃO,09,15,LOCAL NAO INFORMADO,2025/05,2025/06,167291,,,,,167291,Baixa,5 - QUI,2025-05-26T03:00:00.000Z,2025-06-09T03:00:00.000Z,3 - TER,Horas Úteis,40.000000,1.000000,carloscordeiro,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,45.240000,7.250000,1.370000,8.370000,,,53.610000,Ajuste de Firewall,Baixa,
167293,mariap,0.000000,0.000000,SERVICO,2-SERVICO,INFRA,ACTIVE DIRECTORY (AD),Reset ou Desbloqueio de Senha,020403,MANUTENCAO DE UNIDADES GERADORAS,191,2025-05-29T12:58:51.000Z,2025-06-02T20:04:24.000Z,29/05/2025 09:58,02/06/2025 17:04,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,N1,09,17,LOCAL NAO INFORMADO,2025/05,2025/06,167293,"Gostaria de registrar que a colaboradora da TI Maria Annislayne dos Santos Pereira me atendeu com cordialidade e prontidão. Resolveu o problema e me pediu para realizar o teste de aprovação. 
Grato pela resolutiva.",4,Como voce avalia o atendimento prestado?,Otimo,167293,Baixa,5 - QUI,2025-05-26T03:00:00.000Z,2025-06-02T03:00:00.000Z,2 - SEG,Horas Úteis,80.000000,1.000000,amaurybitencourt,9,Encerrado pelo usuario,Formulario Solicitação - Padrão,,,,0.190000,,0.870000,0.870000,,,1.060000,Acesso ao Whatsapp web,Baixa,
167295,gabrieljaraujo,0.000000,0.000000,SERVICO,2-SERVICO,SEGURANÇA DA INFORMAÇÃO,FIREWALL NGF,Solicitação de Serviço,040301,CONTROLADORIA,48,2025-05-29T13:22:24.000Z,2025-06-10T18:04:26.000Z,29/05/2025 10:22,10/06/2025 15:04,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,SEGURANÇA DA INFORMAÇÃO,10,15,LOCAL NAO INFORMADO,2025/05,2025/06,167295,,,,,167295,Baixa,5 - QUI,2025-05-26T03:00:00.000Z,2025-06-09T03:00:00.000Z,3 - TER,Horas Úteis,40.000000,1.000000,gustavosouza,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,45.240000,0.000000,7.720000,7.470000,,,52.710000,Bloqueio de acesso a sites,Baixa,
167297,gabrieljaraujo,0.000000,0.000000,SERVICO,2-SERVICO,SEGURANÇA DA INFORMAÇÃO,FIREWALL NGF,Demanda,020401,"ENGENHARIA, PLANEJ. E CONTROLE ESTATÍSTICO",68,2025-05-29T13:57:05.000Z,2025-06-10T12:31:58.000Z,29/05/2025 10:57,10/06/2025 09:31,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,SEGURANÇA DA INFORMAÇÃO,10,09,PORTO VELHO,2025/05,2025/06,167297,,,,,167297,Baixa,5 - QUI,2025-05-26T03:00:00.000Z,2025-06-09T03:00:00.000Z,3 - TER,Horas Úteis,352.000000,1.000000,lbiazetti,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,45.220000,0.000000,1.490000,1.410000,,,46.630000,ACESSO AO DATALAKE OTACLE INDISPONIVEL,Baixa,
167299,gabrieljaraujo,,,SERVICO,2-SERVICO,SEGURANÇA DA INFORMAÇÃO,FIREWALL NGF,Solicitação de Serviço,020401,"ENGENHARIA, PLANEJ. E CONTROLE ESTATÍSTICO",68,2025-05-29T14:36:42.000Z,2025-06-06T16:19:32.000Z,29/05/2025 11:36,06/06/2025 13:19,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,SEGURANÇA DA INFORMAÇÃO,11,13,PORTO VELHO,2025/05,2025/06,167299,,,,,167299,Baixa,5 - QUI,2025-05-26T03:00:00.000Z,2025-06-02T03:00:00.000Z,6 - SEX,Horas Úteis,40.000000,1.000000,pedrocarvalho,9,Encerrado pelo usuario,Formulario Solicitação - Padrão,,,,25.510000,0.000000,6.480000,6.320000,,,31.830000,Erro no site OSCIP Aneel,Baixa,
167300,carlosm,,,SERVICO,2-SERVICO,SISTEMAS,EBS-Portal de Fornecedores (Isupplier),Solicitação de Serviço,N/D,NÃO DEFINIDO,403,2025-05-29T14:44:53.000Z,2025-06-13T13:52:15.000Z,29/05/2025 11:44,13/06/2025 10:52,1-15 dias,NAO ATENDEU,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,ERPN,11,10,LOCAL NAO INFORMADO,2025/05,2025/06,167300,,,,,167300,Baixa,5 - QUI,2025-05-26T03:00:00.000Z,2025-06-09T03:00:00.000Z,6 - SEX,Horas Úteis,16.000000,1.000000,kimberlyr.elb,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,66.700000,34.740000,98.370000,,27.080000,98.370000,Envio de workflow de aprovação,Baixa,
167301,mateush,1.000000,60.000000,SERVICO,2-SERVICO,INFRA,MÁQUINAS E PERIFÉRICOS,Erro ou Defeito,020403,MANUTENCAO DE UNIDADES GERADORAS,191,2025-05-29T15:27:41.000Z,2025-06-03T12:09:14.000Z,29/05/2025 12:27,03/06/2025 09:09,1-15 dias,NAO ATENDEU,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,12,09,LOCAL NAO INFORMADO,2025/05,2025/06,167301,,,,,167301,Baixa,5 - QUI,2025-05-26T03:00:00.000Z,2025-06-02T03:00:00.000Z,3 - TER,Horas Úteis,16.000000,1.000000,matheuspmatos,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,1.770000,24.460000,23.730000,,27.040000,23.730000,Computador Lento,Baixa,
167302,daianasantos,0.250000,15.000000,INCIDENTE,1-INCIDENTE,SISTEMAS,P&O - Folha de pagamento,Erro de sistema,040701,GESTAO DE PESSOAS,20,2025-05-29T15:39:11.000Z,2025-06-02T19:16:11.000Z,29/05/2025 12:39,02/06/2025 16:16,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,SISTEMAS-SAE-SPO,12,16,LOCAL NAO INFORMADO,2025/05,2025/06,167302,,,,,167302,Normal,5 - QUI,2025-05-26T03:00:00.000Z,2025-06-02T03:00:00.000Z,2 - SEG,Horas Úteis,16.000000,1.000000,rozelymorais,8,Encerrado pelo sistema,Formulario Incidente - Sistemas - Erro Sistemas,,,,20.070000,0.010000,1.670000,1.600000,,27.020000,21.670000,Integrações financeiro não subiram,Baixa,
167304,joaoni,0.500000,30.000000,SERVICO,2-SERVICO,INFRA,SOFTWARES,Solicitação de Serviço,020403,MANUTENCAO DE UNIDADES GERADORAS,191,2025-05-29T17:22:26.000Z,2025-06-02T15:07:19.000Z,29/05/2025 14:22,02/06/2025 12:07,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,14,12,PORTO VELHO,2025/05,2025/06,167304,,,,,167304,Baixa,5 - QUI,2025-05-26T03:00:00.000Z,2025-06-02T03:00:00.000Z,2 - SEG,Horas Úteis,80.000000,1.000000,matheus,9,Encerrado pelo usuario,Formulario Solicitação - Padrão,,,,,0.000000,17.060000,15.780000,,0.220000,15.780000,Liberação do Java,Baixa,
167307,mateush,0.250000,15.000000,SERVICO,2-SERVICO,INFRA,REDE,Solicitação de Serviço,020405,"MANUTENCAO DE SISTEMA DE TRANSMISSAO, AUTOMACAO E AUXILIARES",105,2025-05-29T18:19:00.000Z,2025-06-03T17:47:28.000Z,29/05/2025 15:19,03/06/2025 14:47,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,15,14,PORTO VELHO,2025/05,2025/06,167307,,4,Como voce avalia o atendimento prestado?,Otimo,167307,Baixa,5 - QUI,2025-05-26T03:00:00.000Z,2025-06-02T03:00:00.000Z,3 - TER,Horas Úteis,80.000000,1.000000,reinaldopereira,9,Encerrado pelo usuario,Formulario Solicitação - Padrão,,,,,0.000000,29.050000,26.520000,,2.000000,26.520000,Disponibilização de ponto de internet SCL5,Baixa,
167308,gabrieljaraujo,,,SERVICO,2-SERVICO,SEGURANÇA DA INFORMAÇÃO,FIREWALL NGF,Solicitação de Serviço,N/D,NÃO DEFINIDO,403,2025-05-29T18:34:22.000Z,2025-06-12T13:04:31.000Z,29/05/2025 15:34,12/06/2025 10:04,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,SEGURANÇA DA INFORMAÇÃO,15,10,LOCAL NAO INFORMADO,2025/05,2025/06,167308,,,,,167308,Baixa,5 - QUI,2025-05-26T03:00:00.000Z,2025-06-09T03:00:00.000Z,5 - QUI,Horas Úteis,40.000000,1.000000,tacioviana.elb,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,45.150000,0.020000,16.860000,15.470000,,,60.620000,Acesso curso EAD - ANEEL,Baixa,
167311,silass,0.000000,0.000000,SERVICO,2-SERVICO,INFRA,E-MAIL,Outros,020601,ADMINISTRATIVO,59,2025-05-29T20:27:44.000Z,2025-06-02T12:51:43.000Z,29/05/2025 17:27,02/06/2025 09:51,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,INFRA,17,09,PORTO VELHO,2025/05,2025/06,167311,,,,,167311,Normal,5 - QUI,2025-05-26T03:00:00.000Z,2025-06-02T03:00:00.000Z,2 - SEG,Horas Úteis,80.000000,1.000000,antoniasiqueira,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,0.000000,10.420000,10.420000,,27.010000,10.420000,ADICIONAR PARTICIPANTE AO GRUPO DE E-MAIL SAE-NUCLEO ADM,Baixa,
167313,guilhermepa,1.500000,90.000000,SERVICO,2-SERVICO,INFRA,MÁQUINAS E PERIFÉRICOS,Erro ou Defeito,020403,MANUTENCAO DE UNIDADES GERADORAS,191,2025-05-29T20:34:31.000Z,2025-06-04T13:05:22.000Z,29/05/2025 17:34,04/06/2025 10:05,1-15 dias,NAO ATENDEU,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,17,10,LOCAL NAO INFORMADO,2025/05,2025/06,167313,,,,,167313,Baixa,5 - QUI,2025-05-26T03:00:00.000Z,2025-06-02T03:00:00.000Z,4 - QUA,Horas Úteis,16.000000,1.000000,matheuspmatos,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,0.000000,31.230000,28.640000,,27.050000,28.640000,Computador com lentidão,Baixa,
167314,guilhermepa,0.250000,15.000000,SERVICO,2-SERVICO,INFRA,IMPRESSORA,Solicitação de Serviço,020403,MANUTENCAO DE UNIDADES GERADORAS,191,2025-05-29T20:38:01.000Z,2025-06-02T20:28:51.000Z,29/05/2025 17:38,02/06/2025 17:28,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,17,17,LOCAL NAO INFORMADO,2025/05,2025/06,167314,,,,,167314,Baixa,5 - QUI,2025-05-26T03:00:00.000Z,2025-06-02T03:00:00.000Z,2 - SEG,Horas Úteis,80.000000,1.000000,matheuspmatos,8,Encerrado pelo sistema,Formulario Solicitação - Infra - Solicitação Impressora,,,,,0.000000,10.840000,10.840000,,27.030000,10.840000,Papel A4,Baixa,
167315,daianasantos,1.750000,105.000000,INCIDENTE,1-INCIDENTE,SISTEMAS,P&O - Folha de pagamento,Erro de sistema,040701,GESTAO DE PESSOAS,20,2025-05-29T20:52:30.000Z,2025-06-11T17:54:34.000Z,29/05/2025 17:52,11/06/2025 14:54,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,SISTEMAS-SAE-SPO,17,14,LOCAL NAO INFORMADO,2025/05,2025/06,167315,,,,,167315,Normal,5 - QUI,2025-05-26T03:00:00.000Z,2025-06-09T03:00:00.000Z,4 - QUA,Horas Úteis,16.000000,1.000000,rozelymorais,8,Encerrado pelo sistema,Formulario Incidente - Sistemas - Erro Sistemas,,,,46.380000,9.020000,0.130000,7.810000,,,54.190000,Leiaute S-1200 compl dissidio cadastro 1421,Baixa,
167316,alexandresilva,,,SERVICO,2-SERVICO,SISTEMAS,Controle de Acesso PVH,Solicitação de Serviço,N/D,NÃO DEFINIDO,403,2025-05-30T04:51:07.000Z,2025-06-16T13:45:04.000Z,30/05/2025 01:51,16/06/2025 10:45,16-30 dias,NAO ATENDEU,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,SISTEMAS-SAE-PVH,01,10,LOCAL NAO INFORMADO,2025/05,2025/06,167316,,,,,167316,Baixa,6 - SEX,2025-05-26T03:00:00.000Z,2025-06-16T03:00:00.000Z,2 - SEG,Horas Úteis,40.000000,1.000000,pamelas,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,0.010000,105.740000,101.000000,,27.000000,101.000000,Porta de Entrada da Recepção AM5 - Falha sistêmica ,Baixa,
167320,ivancardoso,,,SERVICO,2-SERVICO,SISTEMAS,EBS-Contas a Pagar (AP),Dúvida,N/D,NÃO DEFINIDO,403,2025-05-30T12:57:25.000Z,2025-06-02T13:50:19.000Z,30/05/2025 09:57,02/06/2025 10:50,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,ERPN,09,10,LOCAL NAO INFORMADO,2025/05,2025/06,167320,,,,,167320,Baixa,6 - SEX,2025-05-26T03:00:00.000Z,2025-06-02T03:00:00.000Z,2 - SEG,Horas Úteis,24.000000,1.000000,maraisalima.elb,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,0.000000,9.430000,9.440000,,27.000000,9.440000,Lançamento de variação de câmbio ,Baixa,
167323,davibdomingos,0.250000,15.000000,SERVICO,2-SERVICO,SISTEMAS,EBS-Contratações (PO),Segurança - Gestão de Acesso,N/D,NÃO DEFINIDO,403,2025-05-30T14:40:41.000Z,2025-06-02T12:51:35.000Z,30/05/2025 11:40,02/06/2025 09:51,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,SISTEMAS-SAE-PVH,11,09,LOCAL NAO INFORMADO,2025/05,2025/06,167323,,,,,167323,Normal,6 - SEX,2025-05-26T03:00:00.000Z,2025-06-02T03:00:00.000Z,2 - SEG,Horas Úteis,8.000000,1.000000,rogerpardo.elb,8,Encerrado pelo sistema,Gestão de acesso,,,,,4.130000,3.040000,7.180000,,27.050000,7.180000,acesso integrante Eletrobrás - PO,Baixa,
167324,ivancardoso,,,SERVICO,2-SERVICO,SISTEMAS,EBS-Contas a Pagar (AP),Solicitação de Serviço,N/D,NÃO DEFINIDO,403,2025-05-30T15:05:31.000Z,2025-06-02T14:38:07.000Z,30/05/2025 12:05,02/06/2025 11:38,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,ERPN,12,11,LOCAL NAO INFORMADO,2025/05,2025/06,167324,,,,,167324,Baixa,6 - SEX,2025-05-26T03:00:00.000Z,2025-06-02T03:00:00.000Z,2 - SEG,Horas Úteis,40.000000,1.000000,maraisalima.elb,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,0.780000,7.870000,8.560000,,27.070000,8.560000,CIAR ITEM DE DESPEESA,Baixa,
167328,daianasantos,3.750000,225.000000,SERVICO,2-SERVICO,SISTEMAS,P&O - Folha de pagamento,Solicitação de Serviço,040701,GESTAO DE PESSOAS,20,2025-05-30T17:08:04.000Z,2025-06-02T13:20:31.000Z,30/05/2025 14:08,02/06/2025 10:20,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,SISTEMAS-SAE-SPO,14,10,LOCAL NAO INFORMADO,2025/05,2025/06,167328,,,,,167328,Baixa,6 - SEX,2025-05-26T03:00:00.000Z,2025-06-02T03:00:00.000Z,2 - SEG,Horas Úteis,40.000000,1.000000,mellissagcardoso,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,1.340000,3.890000,0.010000,3.880000,,27.030000,5.220000,Erro no cadastro de integrante,Baixa,
167329,davibdomingos,0.250000,15.000000,SERVICO,2-SERVICO,SISTEMAS,EBS-Contratações (PO),Solicitação de Serviço,040501,CONTRATACOES,53,2025-05-30T18:48:00.000Z,2025-06-03T19:41:34.000Z,30/05/2025 15:48,03/06/2025 16:41,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,SISTEMAS-SAE-PVH,15,16,SAO PAULO,2025/05,2025/06,167329,,,,,167329,Baixa,6 - SEX,2025-05-26T03:00:00.000Z,2025-06-02T03:00:00.000Z,3 - TER,Horas Úteis,40.000000,1.000000,antoniovido,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,19.540000,1.860000,18.990000,,27.030000,18.990000,Habiliatar acesso ao Login antoniovidocarga,Baixa,
167330,alexandresilva,,,INCIDENTE,1-INCIDENTE,SISTEMAS,Controle de Acesso PVH,Incidente,N/D,NÃO DEFINIDO,403,2025-05-30T18:56:08.000Z,2025-06-09T20:59:32.000Z,30/05/2025 15:56,09/06/2025 17:59,1-15 dias,NAO ATENDEU,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,SISTEMAS-SAE-PVH,15,17,LOCAL NAO INFORMADO,2025/05,2025/06,167330,,,,,167330,Baixa,6 - SEX,2025-05-26T03:00:00.000Z,2025-06-09T03:00:00.000Z,2 - SEG,Horas Úteis,20.000000,1.000000,julianaj,8,Encerrado pelo sistema,Formulario Incidente - Sistemas - Erro Sistemas,,,,,0.040000,60.340000,56.220000,,27.060000,56.220000,Catraca 05 AM3,Baixa,
167331,joaoni,0.500000,30.000000,SERVICO,2-SERVICO,INFRA,RÁDIO (PTT),Erro ou Defeito,020402,OPERACAO,177,2025-05-30T19:13:04.000Z,2025-06-05T14:44:03.000Z,30/05/2025 16:13,05/06/2025 11:44,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,16,11,PORTO VELHO,2025/05,2025/06,167331,,,,,167331,Normal,6 - SEX,2025-05-26T03:00:00.000Z,2025-06-02T03:00:00.000Z,5 - QUI,Horas Úteis,16.000000,1.000000,joseeudes,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,0.000000,16.020000,13.690000,,27.070000,13.690000,Rádio (PTT) com defeitos ,Baixa,
167332,mateush,1.000000,60.000000,SERVICO,2-SERVICO,INFRA,REDE,Erro ou Defeito,020401,"ENGENHARIA, PLANEJ. E CONTROLE ESTATÍSTICO",68,2025-05-30T19:16:32.000Z,2025-06-03T21:00:12.000Z,30/05/2025 16:16,03/06/2025 18:00,1-15 dias,NAO ATENDEU,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,16,18,PORTO VELHO,2025/05,2025/06,167332,Muita proatividade em buscar a solução. ,4,Como voce avalia o atendimento prestado?,Otimo,167332,Baixa,6 - SEX,2025-05-26T03:00:00.000Z,2025-06-02T03:00:00.000Z,3 - TER,Horas Úteis,16.000000,1.000000,andrefsantos,9,Encerrado pelo usuario,Formulario Solicitação - Padrão,,,,,0.000000,22.330000,19.750000,,0.000000,19.750000,Falha na conexão com ELIPSE / EPM,Baixa,
167333,mariap,0.000000,0.000000,INCIDENTE,1-INCIDENTE,INFRA,E-MAIL,Erro ou Defeito,020403,MANUTENCAO DE UNIDADES GERADORAS,191,2025-05-30T19:33:31.000Z,2025-06-02T19:30:55.000Z,30/05/2025 16:33,02/06/2025 16:30,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,N1,16,16,LOCAL NAO INFORMADO,2025/05,2025/06,167333,,,,,167333,Normal,6 - SEX,2025-05-26T03:00:00.000Z,2025-06-02T03:00:00.000Z,2 - SEG,Horas Úteis,16.000000,1.000000,matheuspmatos,8,Encerrado pelo sistema,Formulario Incidente - Padrão,,,,4.610000,4.580000,0.950000,4.360000,,27.110000,8.970000,Problema de acesso,Baixa,
